model,num_rules,recency_ratio
x-ai/grok-3-beta,430,1.2857616429605632
x-ai/grok-3-beta,440,1.2894736842105263
x-ai/grok-3-beta,450,1.3679506623189264
x-ai/grok-3-beta,460,1.2016286864403316
x-ai/grok-3-beta,470,1.2542557970598918
x-ai/grok-3-beta,480,1.2622519451755332
x-ai/grok-3-beta,490,1.2145118504022614
x-ai/grok-3-beta,500,1.2143364877711522
x-ai/grok-3-mini-beta,10,
x-ai/grok-3-mini-beta,20,
x-ai/grok-3-mini-beta,30,
x-ai/grok-3-mini-beta,40,0.0
x-ai/grok-3-mini-beta,50,
x-ai/grok-3-mini-beta,60,1.0
x-ai/grok-3-mini-beta,70,0.6666666666666666
x-ai/grok-3-mini-beta,80,1.7777777777777777
x-ai/grok-3-mini-beta,90,1.8888888888888886
x-ai/grok-3-mini-beta,100,2.075
x-ai/grok-3-mini-beta,110,2.966666666666667
x-ai/grok-3-mini-beta,120,2.4
x-ai/grok-3-mini-beta,130,1.6151515151515152
x-ai/grok-3-mini-beta,140,2.7603174603174603
x-ai/grok-3-mini-beta,150,2.2376190476190474
x-ai/grok-3-mini-beta,160,2.245201465201465
x-ai/grok-3-mini-beta,170,2.043888888888889
x-ai/grok-3-mini-beta,180,2.247777777777778
x-ai/grok-3-mini-beta,190,1.8075324675324675
x-ai/grok-3-mini-beta,200,2.043214285714286
x-ai/grok-3-mini-beta,210,1.6129870129870132
x-ai/grok-3-mini-beta,220,1.5148412698412699
x-ai/grok-3-mini-beta,230,1.8005893719806765
x-ai/grok-3-mini-beta,240,1.9035028011204482
x-ai/grok-3-mini-beta,250,1.6811511082693946
x-ai/grok-3-mini-beta,260,1.608922205563885
x-ai/grok-3-mini-beta,270,1.4192665571975918
x-ai/grok-3-mini-beta,280,1.7455141544706763
x-ai/grok-3-mini-beta,290,1.7143941273779983
x-ai/grok-3-mini-beta,300,1.7582074721780603
x-ai/grok-3-mini-beta,310,1.7638964888280895
x-ai/grok-3-mini-beta,320,1.8749066924066924
x-ai/grok-3-mini-beta,330,2.028803540382488
x-ai/grok-3-mini-beta,340,2.1067134181607865
x-ai/grok-3-mini-beta,350,1.8727302938501118
x-ai/grok-3-mini-beta,360,1.7068763722007105
x-ai/grok-3-mini-beta,370,1.8056382100139625
x-ai/grok-3-mini-beta,380,1.8533068298054576
x-ai/grok-3-mini-beta,390,1.7842967684318285
x-ai/grok-3-mini-beta,400,1.771710791654188
x-ai/grok-3-mini-beta,410,1.7857878573969892
x-ai/grok-3-mini-beta,420,1.7119395757908997
x-ai/grok-3-mini-beta,430,1.695994242623361
x-ai/grok-3-mini-beta,440,1.7103123549498833
x-ai/grok-3-mini-beta,450,1.5589302920695849
x-ai/grok-3-mini-beta,460,1.7255427171952817
x-ai/grok-3-mini-beta,470,1.6938789747024896
x-ai/grok-3-mini-beta,480,1.5261559490525007
x-ai/grok-3-mini-beta,490,1.4540450852705755
x-ai/grok-3-mini-beta,500,1.6764774865226673
